作品ID,論理,制御フロー,同期,抽象化,データ表現,ユーザとの対話性,並列処理,CTスコア
1031732501,2,2,2,1,3,2,2,14
1030596629,3,3,3,3,2,2,3,19
1017482173,3,3,3,3,2,2,2,18
1012050112,0,2,0,2,1,1,0,6
466022975,2,2,3,3,2,1,1,14
1037213573,0,2,1,1,1,1,1,7
1005638641,0,2,0,1,1,2,1,7
1031102897,0,3,2,1,2,1,3,12
944001669,0,2,2,1,1,1,3,10
917350081,0,1,2,1,1,1,1,7
945512722,3,3,3,1,2,1,3,16
876303493,3,3,3,3,2,2,3,19
965790386,0,1,0,1,1,2,1,6
1064798389,0,1,0,1,1,2,0,5
1031665948,0,2,2,1,3,1,3,12
11269827,0,0,0,0,0,0,0,0
991193012,3,3,2,3,2,2,3,18
792707618,2,2,2,1,2,2,3,14
926017329,0,1,1,0,1,1,0,4
91926757,0,0,0,0,0,0,0,0
935921369,3,3,3,3,3,2,3,20
449734507,0,1,3,1,1,1,3,10
1023986731,0,2,3,1,1,1,3,11
1020057878,0,2,1,1,1,1,1,7
1007368189,0,1,2,1,1,1,3,9
502110138,3,3,3,3,2,2,3,19
837633531,0,2,1,1,1,1,1,7
920998993,1,3,2,1,1,2,2,12
927884347,0,2,3,1,1,1,3,11
1065821221,0,0,0,0,0,0,0,0
898156086,0,0,0,0,0,0,0,0
863597598,0,1,0,0,0,1,0,2
742737668,0,2,1,0,1,1,0,5
346242628,2,1,2,1,1,2,2,11
667207706,0,0,0,0,0,0,0,0
810122112,0,2,0,0,0,1,0,3
739420061,3,3,2,1,2,2,3,16
920012841,0,2,0,0,0,1,0,3
917826637,0,2,0,0,0,1,0,3
94425003,0,0,0,0,0,0,0,0
864791332,3,3,3,3,3,2,3,20
68231368,0,0,0,0,0,0,0,0
416845425,3,3,3,3,2,2,3,19
944198433,3,3,3,3,3,2,3,20
634162942,3,3,3,3,3,2,3,20
1080538728,1,2,3,1,2,2,1,12
1066232757,3,3,3,2,2,2,3,18
1057858639,0,2,1,1,1,2,2,9
1059559271,0,2,1,1,1,1,1,7
105135275,0,0,0,0,0,0,0,0
42090318,0,0,0,0,0,0,0,0
928677058,0,0,0,0,0,0,0,0
934305177,0,2,2,1,1,2,2,10
918776247,0,2,2,2,1,2,1,10
1056183669,0,1,0,1,1,2,2,7
1064922209,0,1,0,1,1,2,0,5
1059776596,0,1,0,1,1,2,0,5
992042118,0,0,0,0,0,0,0,0
643635839,0,1,0,1,1,2,2,7
1054685456,0,1,0,1,1,2,0,5
1038055858,0,2,0,0,0,1,0,3
819015476,1,2,2,1,1,1,3,11
983473717,0,0,0,0,0,0,0,0
987748826,0,2,2,2,2,1,3,12
1059894168,0,2,0,1,1,2,1,7
1013947445,0,2,0,1,1,1,0,5
1083083564,0,1,0,1,1,1,0,4
1055805556,0,0,0,0,0,0,0,0
1056261123,0,0,0,0,0,0,0,0
184593979,0,0,0,0,0,0,0,0
1081338323,0,1,1,0,1,1,0,4
1080343128,0,2,0,1,1,2,1,7
172780228,0,0,0,0,0,0,0,0
1045626897,0,1,0,0,0,1,0,2
899380594,3,3,3,3,2,2,3,19
1000924829,3,3,3,1,3,2,3,18
755777481,3,3,2,3,2,2,3,18
986106637,3,2,3,3,2,2,1,16
840843795,3,2,0,3,1,2,2,13
991333668,3,3,3,3,2,1,3,18
982492737,0,2,1,1,1,1,1,7
1000909281,3,2,3,3,3,2,2,18
863855346,3,2,3,3,2,2,3,18
827520352,2,2,3,2,3,2,3,17
1040633781,0,1,0,0,0,1,0,2
904551842,0,2,2,2,2,1,3,12
930595558,0,3,3,3,1,1,3,14
984248854,2,2,2,1,2,2,2,13
1073653024,1,2,0,1,1,2,0,7
1074302723,1,2,1,0,1,2,0,7
1031811262,2,2,2,1,2,2,3,14
1031118275,3,3,3,2,2,2,3,18
10021669,0,0,0,0,0,0,0,0
1036581492,3,3,2,2,3,1,0,14
756429664,3,3,2,2,3,2,0,15
1064578693,0,1,0,1,1,1,1,5
1041137685,0,0,0,0,0,0,0,0
893933964,2,2,0,1,2,1,1,9
1077405714,0,0,0,0,0,0,0,0
696281508,0,1,0,1,1,2,0,5
868959699,0,2,1,1,1,2,2,9
1023989571,0,2,1,0,1,1,0,5
905242101,3,3,3,3,3,2,3,20
1025543818,3,3,0,3,2,1,0,12
948239276,3,3,3,3,2,2,3,19
1074785469,0,1,0,1,1,1,1,5
1074781496,0,1,0,1,1,1,1,5
1074770651,0,1,0,1,1,1,1,5
1074758598,0,1,0,1,1,1,1,5
1074743141,0,1,0,1,1,1,1,5
996992563,2,2,2,1,3,2,3,15
992775307,0,1,0,0,0,1,0,2
641436337,0,2,2,1,1,1,1,8
971986808,0,0,0,0,0,1,0,1
661478113,0,0,0,0,0,0,0,0
15046365,0,0,0,0,0,0,0,0
148624501,3,3,3,1,2,2,3,17
210314704,3,3,3,2,3,2,3,19
1078001079,3,3,3,1,2,2,3,17
322796887,3,3,3,1,3,2,3,18
567479202,3,3,3,2,3,2,3,19
1045560968,0,2,1,1,1,1,1,7
1050825805,3,3,3,3,3,1,1,17
1022895531,0,2,1,1,1,1,1,7
843193948,2,2,2,1,1,1,1,10
1049594135,0,2,2,1,1,1,1,8
1048720298,3,2,3,1,2,2,1,14
1046199798,0,0,0,0,0,0,0,0
1019437895,0,2,2,1,1,1,1,8
1081035173,0,2,0,1,1,2,0,6
1078285265,2,3,3,3,2,1,3,17
1060745645,0,0,0,0,0,0,0,0
1057941482,0,0,0,0,0,0,0,0
1056888135,3,3,2,2,1,2,3,16
1054503492,0,0,0,0,0,0,0,0
1042714304,1,2,2,1,2,2,1,11
1038541909,1,3,2,3,2,2,3,16
1020207748,3,1,0,0,2,1,0,7
1019827738,0,1,1,0,1,1,0,4
412497237,0,0,0,0,0,0,0,0
132473069,2,2,1,1,2,2,2,12
941759436,0,0,0,0,0,0,0,0
322602917,0,2,0,1,1,1,1,6
806761753,0,2,2,1,1,1,1,8
632256728,0,2,2,1,1,1,3,10
843861205,0,2,1,1,1,1,1,7
964801155,0,0,0,0,0,0,0,0
966588766,0,0,0,0,0,0,0,0
1054006158,0,2,0,0,0,1,0,3
1066146794,0,2,1,1,1,1,1,7
479676909,3,2,2,3,2,1,3,16
1068341006,0,0,0,0,0,0,0,0
1074469054,0,0,0,0,0,0,0,0
1034204348,0,1,0,0,0,1,0,2
1039738149,1,2,3,3,2,1,3,15
945356421,0,1,1,1,0,1,0,4
984174185,0,1,0,0,0,1,0,2
943479247,0,0,0,0,0,0,0,0
949086995,0,1,0,0,1,1,0,3
990256001,0,1,0,0,0,1,0,2
816484618,0,2,0,1,1,2,1,7
1012675794,3,3,3,2,2,2,3,18
978800085,0,2,3,1,2,1,3,12
776580382,0,0,0,0,0,0,0,0
392690346,0,2,2,3,1,1,1,10
1077122344,0,2,1,1,1,1,1,7
168989135,0,0,0,0,0,0,0,0
1079281953,0,1,2,1,1,1,1,7
1049277918,2,2,2,2,1,2,3,14
1078607309,0,1,0,1,2,2,2,8
1063540012,3,3,2,2,2,1,3,16
473253837,0,2,3,1,2,1,3,12
653856211,1,2,2,1,2,2,3,13
974581426,1,2,0,1,2,2,1,9
993331976,0,2,2,1,1,1,3,10
1076318278,1,2,2,1,1,1,1,9
1077729943,0,1,1,1,1,1,1,6
534732696,0,2,2,1,1,1,3,10
782520924,0,2,2,1,1,1,1,8
1077481812,0,1,2,1,1,1,3,9
563629907,2,2,1,1,2,2,2,12
993943106,1,2,1,1,1,2,1,9
434355078,0,1,0,1,1,2,0,5
1055062342,0,2,0,0,1,1,0,4
110681378,0,0,0,0,0,0,0,0
560070511,0,0,0,0,0,0,0,0
888178312,0,2,0,1,1,2,2,8
935786287,0,2,0,1,1,2,2,8
1079820531,0,2,0,1,1,1,1,6
980746039,0,0,0,0,0,0,0,0
1070043123,0,2,2,2,2,1,0,9
1068433512,0,0,0,0,0,0,0,0
1063878473,0,0,0,0,0,0,0,0
1035908881,0,0,0,0,0,0,0,0
1037236391,3,2,3,1,1,2,3,15
1058811176,0,2,0,1,1,1,1,6
1034609568,0,1,0,1,1,2,2,7
1040636426,3,1,0,0,3,0,0,7
1043616067,0,1,0,1,1,2,0,5
894619712,0,2,2,1,2,2,2,11
652073284,0,0,0,0,0,0,0,0
720943224,0,2,2,1,1,1,1,8
328893713,0,1,0,0,0,1,0,2
1010734546,0,1,0,1,1,1,1,5
546197775,3,2,3,3,3,2,1,17
781103828,0,2,1,1,1,1,1,7
629401837,0,2,2,1,1,1,3,10
239745714,0,0,0,0,0,0,0,0
1075378778,0,1,0,0,0,1,0,2
1071725073,0,2,2,1,1,2,2,10
1064673455,0,2,2,1,2,1,1,9
1062402901,0,2,2,1,2,1,1,9
1065834065,0,0,0,0,0,0,0,0
102103311,0,0,0,0,0,0,0,0
415094643,3,3,3,3,3,2,3,20
1074646092,0,2,0,1,1,2,0,6
1073211711,0,0,0,0,0,0,0,0
901825635,3,3,3,3,1,2,3,18
901305291,3,3,1,2,1,2,1,13
901036317,0,2,2,1,1,2,1,9
901030023,0,2,2,1,1,2,1,9
901011845,3,3,2,2,1,2,1,14
900774667,0,2,1,1,1,2,1,8
900717363,0,2,1,1,1,2,1,8
1045190917,2,3,3,3,3,2,3,19
1047268823,0,1,0,1,1,1,1,5
785099509,0,2,2,1,1,2,1,9
898616421,0,2,2,3,2,1,3,13
809529584,0,2,0,1,1,1,1,6
798472079,0,2,2,1,2,1,3,11
784899763,0,2,2,1,1,1,3,10
977543287,0,2,1,2,2,2,0,9
962623099,0,0,0,0,0,0,0,0
872762012,3,2,2,1,2,2,3,15
402236195,3,3,3,3,2,2,1,17
1055158091,0,1,0,0,1,0,0,2
1010292981,0,1,0,1,1,2,0,5
818077694,0,2,2,1,1,1,3,10
534173861,0,1,2,1,1,1,1,7
604762875,0,0,0,0,0,0,0,0
919636039,3,2,2,3,2,2,3,17
996870597,0,1,0,0,1,1,0,3
726354796,0,2,1,0,1,1,0,5
984251625,0,2,1,1,1,1,0,6
89414202,3,3,3,3,3,2,3,20
704346871,0,2,3,1,1,1,3,11
1038212134,3,3,1,0,1,2,0,10
319721793,0,0,0,0,0,0,0,0
753292509,0,1,0,1,1,1,1,5
925227304,0,2,2,1,1,1,3,10
1020737254,0,2,0,1,1,2,1,7
1026935325,0,2,1,1,1,1,1,7
1020225358,0,2,2,1,1,1,1,8
830642637,0,2,1,0,1,1,0,5
1010989236,2,2,1,1,1,1,1,9
1011135657,0,2,3,1,1,1,1,9
908760735,0,2,2,1,1,1,3,10
1000720281,0,0,0,0,0,0,0,0
964166841,0,2,2,0,1,1,0,6
1002511015,0,0,0,0,0,0,0,0
1056060834,3,2,3,1,1,2,1,13
1072746074,0,2,0,1,1,1,1,6
1062373889,0,2,2,1,1,1,3,10
1070641095,0,2,0,1,1,2,1,7
1040668843,3,3,3,3,3,2,3,20
883479306,0,1,2,1,1,1,3,9
696506212,3,3,3,3,3,2,3,20
1065042084,0,2,0,1,1,2,0,6
1061975761,0,1,0,1,1,1,0,4
1082915431,0,1,1,0,1,1,0,4
1043518131,3,3,3,3,3,2,3,20
97026739,0,0,0,0,0,0,0,0
103751522,0,0,0,0,0,0,0,0
1045046264,3,3,3,3,3,2,1,18
1048225875,3,3,2,2,2,1,1,14
1043980713,2,2,3,1,2,1,3,14
1033560362,0,1,0,1,1,2,1,6
953851694,0,2,1,1,1,2,2,9
1005078275,3,3,3,1,1,2,1,14
1021520263,0,2,1,1,1,2,1,8
962376476,3,2,3,1,1,2,1,13
1049571651,0,1,0,1,1,2,1,6
917392031,3,3,3,3,3,2,3,20
926055825,3,3,3,3,3,1,3,19
1073748297,3,3,2,3,1,2,2,16
1020128361,0,2,0,1,1,1,1,6
618900789,0,1,1,1,1,2,0,6
946242384,0,0,0,0,0,0,0,0
785068341,0,1,2,1,1,2,0,7
415998582,0,2,1,0,1,1,0,5
923891151,0,0,0,0,0,0,0,0
141128861,0,0,0,0,0,0,0,0
202956536,0,0,0,0,0,0,0,0
793101076,0,2,2,1,1,1,3,10
746129586,0,0,0,0,0,0,0,0
847516945,3,2,2,1,3,2,3,16
1056785066,0,1,1,3,1,1,0,7
904137361,3,2,1,2,3,1,0,12
1049794576,3,2,2,2,2,1,1,13
444950451,1,2,2,1,1,2,2,11
998298326,0,2,0,1,1,1,1,6
1049849629,0,0,0,0,0,0,0,0
726069021,0,2,2,1,1,1,3,10
830742904,3,3,2,3,2,2,3,18
1080850265,0,2,2,1,1,1,3,10
306735152,0,2,2,1,1,1,1,8
575913992,0,2,1,1,1,1,1,7
1080894354,0,2,1,1,1,1,1,7
1077286059,0,2,2,1,1,1,1,8
1051387972,1,2,2,1,2,2,1,11
874096202,2,2,2,3,2,2,3,16
14364363,0,0,0,0,0,0,0,0
84052216,0,0,0,0,0,0,0,0
869907459,0,2,1,1,1,2,2,9
950668521,0,2,1,1,1,1,1,7
1005222276,0,2,2,1,1,1,1,8
170009169,0,2,2,1,1,2,3,11
767414452,3,3,3,3,2,1,3,18
771016718,3,3,3,3,2,1,3,18
849128739,0,1,2,1,1,1,3,9
832486394,0,2,2,1,1,1,3,10
885910758,0,2,1,1,1,1,1,7
437890412,0,2,1,1,1,1,1,7
1048581794,0,2,2,1,1,1,3,10
888822925,0,3,2,1,1,1,0,8
648536188,0,2,2,1,1,1,1,8
1073391275,2,2,1,1,1,1,1,9
885200695,0,2,2,1,1,1,3,10
1071325467,0,1,0,1,0,2,0,4
1050311548,0,2,1,1,1,2,2,9
1055621268,0,0,0,0,0,0,0,0
1056562114,0,0,0,0,0,0,0,0
1074328589,0,1,2,1,3,2,3,12
715067329,3,3,3,1,2,2,3,17
236093164,3,2,0,1,2,2,0,10
877154547,3,3,3,1,2,2,2,16
726441857,3,2,0,3,2,2,1,13
600504306,3,3,1,2,1,1,0,11
743038634,0,1,1,0,0,1,0,3
889888558,3,3,3,3,3,2,3,20
970014552,0,2,0,1,2,1,1,7
971553409,0,2,2,1,2,1,1,9
965142923,0,2,0,1,1,2,1,7
993926745,0,2,1,1,1,1,1,7
984283079,0,2,0,1,0,1,1,5
1021089895,1,2,2,3,1,2,1,12
983323556,1,2,0,3,1,2,1,10
998022834,0,0,0,0,0,0,0,0
997056411,0,2,1,1,1,1,1,7
912594793,0,2,1,0,1,1,0,5
969836689,2,2,0,1,1,2,1,9
1044202847,0,1,0,1,1,1,0,4
1020220244,0,0,0,0,0,0,0,0
1026995722,0,2,0,1,1,1,1,6
1029518635,3,3,2,1,2,2,3,16
968097199,0,2,1,1,1,2,2,9
928465985,1,2,3,2,2,1,3,14
909027163,0,2,0,2,2,2,0,8
1056749005,3,2,2,3,2,2,3,17
961574599,0,2,0,0,1,1,0,4
782532204,3,3,2,3,2,1,1,15
290157208,0,1,0,1,1,2,1,6
961196483,3,3,2,3,2,2,1,16
930649562,0,2,1,0,1,1,0,5
494719268,0,2,0,1,1,2,1,7
570765098,0,2,1,1,1,2,2,9
953381814,0,2,1,1,1,1,1,7
487100392,0,0,0,0,0,0,0,0
833683229,0,0,0,0,0,0,0,0
914857425,3,3,3,1,2,2,3,17
737233791,3,2,3,3,2,2,3,18
839321797,3,3,3,3,3,2,3,20
389148471,0,2,2,3,1,1,3,12
990378613,0,0,0,0,0,0,0,0
1004879403,3,2,2,3,2,2,3,17
690312462,3,2,3,1,2,2,3,16
69862806,0,0,0,0,0,0,0,0
876219927,3,2,3,3,2,1,3,17
630191151,0,2,2,1,1,1,1,8
630127648,2,2,2,1,2,1,1,11
907316028,3,3,3,3,3,2,3,20
1066714438,3,3,1,2,3,1,1,14
1064611872,0,2,2,1,1,2,3,11
992105834,0,1,1,0,1,1,0,4
984097458,3,2,1,3,2,2,1,14
434877139,3,3,3,3,2,2,3,19
765728685,3,2,3,1,1,2,3,15
138056411,0,0,0,0,0,0,0,0
895981713,1,2,1,1,1,2,1,9
1056297378,0,2,2,1,1,1,1,8
215627497,0,0,0,0,0,0,0,0
1011831378,0,2,2,1,1,1,3,10
1018047324,0,2,2,1,1,1,3,10
1015477807,0,2,2,1,1,2,1,9
1023745639,0,2,2,1,1,1,1,8
1022688751,3,3,3,3,2,2,3,19
622482519,3,3,3,3,3,2,3,20
25753848,0,0,0,0,0,0,0,0
389577981,2,2,0,1,1,1,1,8
996581861,0,1,1,0,0,1,0,3
992400906,3,3,3,3,3,2,3,20
237683553,0,1,0,1,0,2,2,6
910569024,0,2,0,1,1,1,1,6
793598748,0,0,0,0,0,0,0,0
883943807,0,2,0,1,1,2,1,7
590162743,3,3,3,3,2,2,3,19
904689819,0,2,1,0,1,1,0,5
490572782,0,1,1,1,1,1,1,6
936453115,0,1,0,0,1,1,0,3
1071893555,0,2,2,1,1,1,0,7
306380308,0,2,1,1,1,1,1,7
470565906,0,2,2,1,1,1,1,8
806735664,0,2,1,0,2,1,0,6
972651333,1,2,0,3,2,2,0,10
923095771,1,2,0,3,2,2,0,10
861003433,3,3,3,3,2,2,3,19
760929151,3,3,2,3,2,2,3,18
14148008,3,3,3,1,2,2,3,17
970464551,3,3,3,1,2,2,2,16
26439299,0,0,0,0,0,0,0,0
1055064847,2,2,1,1,1,2,2,11
1051748251,1,3,2,2,2,2,3,15
1044435441,0,2,0,1,1,2,0,6
1043963517,3,2,3,3,3,2,2,18
988551165,0,2,0,0,0,1,0,3
922379281,3,3,3,3,3,2,1,18
651281879,0,1,2,1,1,1,0,6
356786841,2,2,2,3,2,1,3,15
1079935238,3,3,3,3,3,2,3,20
655245761,0,2,0,1,1,1,1,6
1051504703,1,2,2,1,2,2,3,13
1078750848,3,3,3,2,2,1,3,17
957112399,0,2,3,2,1,1,1,10
1064935408,0,2,2,2,3,1,1,11
1059846594,0,1,0,0,1,2,0,4
979547214,0,2,1,3,1,1,1,9
1051878539,0,2,2,1,1,2,0,8
1052420512,0,2,1,0,1,1,0,5
1068620815,0,2,1,0,1,1,0,5
1068069764,0,0,0,0,0,0,0,0
786146898,0,2,0,0,0,1,0,3
1054387533,0,2,0,3,1,1,1,8
997136034,0,2,2,1,2,2,3,12
991994823,1,2,2,1,1,2,3,12
953527678,3,3,3,3,2,2,3,19
953587389,3,3,2,3,1,1,1,14
835864412,0,3,2,1,2,1,3,12
835722338,0,2,2,1,2,1,1,9
791367449,0,2,2,1,1,1,3,10
1059704406,0,2,2,1,1,2,3,11
95026708,0,0,0,0,0,0,0,0
168928974,0,0,0,0,0,0,0,0
92601072,0,0,0,0,0,0,0,0
339416654,3,2,3,3,2,2,3,18
891169178,0,0,0,0,0,0,0,0
891147776,0,0,0,0,0,0,0,0
1012891805,0,2,2,1,1,2,0,8
1000677268,0,2,2,2,1,1,3,11
1011546095,0,1,0,0,0,1,0,2
352933459,1,2,2,3,2,2,3,15
1064860841,0,0,0,0,0,0,0,0
823591442,3,3,3,3,3,1,3,19
1054905108,3,2,3,3,3,2,3,19
874753594,0,0,0,0,0,0,0,0
1044318023,3,2,2,1,1,2,1,12
778546331,0,2,2,1,1,1,0,7
976484288,1,2,1,1,1,2,1,9
928516871,3,3,3,3,3,2,3,20
851556771,0,2,2,1,1,2,1,9
924923133,0,1,0,0,1,1,0,3
1081966879,0,1,0,2,1,1,0,5
1080738956,0,2,1,2,3,0,0,8
1076689734,3,2,3,3,2,2,3,18
1080657369,0,2,1,2,3,0,0,8
1080442652,0,0,0,0,0,0,0,0
806940151,1,3,2,1,2,2,3,14
1078977655,0,0,0,0,0,0,0,0
86853231,0,0,0,0,0,0,0,0
930326901,0,2,2,1,1,1,3,10
879563777,0,3,2,1,2,1,3,12
1081898083,3,2,3,3,2,2,3,18
434929468,3,3,3,3,3,2,3,20
90451293,0,0,0,0,0,0,0,0
1055457952,0,2,0,1,1,1,1,6
1040538532,3,3,3,3,3,2,3,20
1063229647,0,2,1,2,1,1,1,8
1064484451,0,2,1,1,1,1,1,7
1062328432,0,2,0,1,1,1,1,6
1082397435,0,1,0,0,0,1,0,2
1077132568,0,2,2,1,1,1,3,10
1073385422,0,2,0,3,1,1,0,7
1009853325,0,1,0,1,1,2,1,6
1000512939,0,2,2,1,2,2,3,12
1003427758,0,1,0,1,1,2,0,5
996609541,0,0,0,0,0,0,0,0
983878117,0,1,0,1,2,2,2,8
979426393,0,1,0,1,1,2,2,7
995458322,0,1,0,0,0,1,0,2
988575425,3,2,1,1,2,2,1,12
1047605911,1,3,2,2,2,1,1,12
304829435,0,2,1,0,1,1,0,5
108089704,0,0,0,0,0,0,0,0
473463675,0,2,1,1,1,1,1,7
353572887,0,1,0,1,1,2,0,5
982648509,3,3,2,3,3,2,3,19
704288408,0,1,0,0,0,1,0,2
1057693484,0,1,2,1,1,1,3,9
992825984,1,2,2,3,2,1,1,12
989197551,2,2,3,1,1,2,2,13
794007313,3,3,3,3,3,2,3,20
254377205,3,3,2,1,2,2,1,14
1048900713,0,2,2,1,1,1,3,10
857665375,0,2,2,2,1,1,3,11
10594359,0,0,0,0,0,0,0,0
1040309692,0,1,2,1,1,1,3,9
1036007297,0,1,0,0,0,1,0,2
1043406287,0,2,2,1,1,1,3,10
979934948,0,0,0,0,0,1,0,1
971803552,0,1,0,0,1,1,0,3
956827115,0,1,1,0,1,1,0,4
791103095,0,1,0,0,1,1,0,3
988422106,0,1,0,0,0,2,0,3
789885849,0,2,1,0,2,2,0,7
873369383,0,1,0,0,0,1,0,2
957089926,1,2,2,1,1,2,3,12
1045191727,3,2,2,1,2,2,3,15
922824519,0,0,0,0,0,0,0,0
1009353257,0,2,1,1,1,2,2,9
1004742176,0,0,0,0,0,0,0,0
996624518,0,1,0,1,1,2,1,6
974592444,0,2,0,0,1,1,0,4
1000826932,0,0,0,0,0,0,0,0
469172983,0,1,1,1,1,1,1,6
998352566,0,1,2,1,1,1,1,7
1052426633,0,2,0,1,1,2,1,7
948090491,0,1,1,0,1,1,0,4
1049626441,0,3,2,1,2,1,1,10
1036427261,0,0,0,0,0,0,0,0
1048431855,0,2,3,1,1,1,3,11
1059847363,3,2,2,1,2,2,2,14
1039709063,0,2,0,1,1,2,1,7
989569148,3,2,2,3,2,2,1,15
894292965,0,1,0,0,0,1,0,2
36785442,0,0,0,0,0,0,0,0
1077550326,0,0,0,0,0,0,0,0
1019289137,1,2,0,1,1,2,2,9
485591536,0,1,0,1,1,2,0,5
991912071,0,1,0,1,1,2,0,5
103569344,0,0,0,0,0,0,0,0
1035847127,3,3,3,3,3,2,3,20
1040134996,1,2,1,1,2,2,1,10
155831835,0,0,0,0,0,0,0,0
1034252937,0,2,3,1,1,1,3,11
1015770543,1,2,1,1,2,2,1,10
1050401604,0,2,2,2,1,1,3,11
870498665,3,2,2,2,3,2,1,15
1034375249,0,0,0,0,0,0,0,0
194049414,3,3,3,3,3,2,3,20
141491875,0,2,0,1,1,1,1,6
875338625,3,3,3,1,2,2,3,17
297860169,0,1,0,0,1,2,0,4
992230445,3,3,2,2,2,2,0,14
628223334,3,3,3,3,2,2,3,19
771959511,3,3,2,3,2,2,3,18
1058472491,0,1,0,1,1,2,2,7
16486484,0,0,0,0,0,0,0,0
1063462091,0,0,0,0,0,0,0,0
1078476875,0,0,0,0,0,0,0,0
1077153496,0,2,0,3,1,1,0,7
964066792,3,3,3,3,3,2,2,19
1082926854,0,0,0,0,0,0,0,0
1082478614,0,2,2,1,1,1,1,8
1082464267,0,0,0,0,0,0,0,0
1081783572,0,0,0,0,0,0,0,0
1081862944,3,2,1,1,1,1,1,10
1080768059,0,0,0,0,0,0,0,0
1081400993,0,1,2,1,1,1,3,9
1081304724,0,2,2,1,1,1,1,8
853434566,1,2,3,1,1,1,3,12
1047766926,0,2,0,1,1,1,1,6
1073117456,0,1,0,1,1,2,0,5
1044937531,0,0,0,0,0,0,0,0
104493764,0,0,0,0,0,0,0,0
1052743926,0,2,2,3,3,2,3,15
1035429207,0,1,0,0,1,1,0,3
1013244947,3,2,3,1,2,2,1,14
1013243167,3,2,3,1,2,2,1,14
700254579,1,2,0,3,2,2,1,11
1024269934,3,3,3,3,2,2,3,19
1015282952,3,3,3,2,2,2,3,18
1019205376,0,1,0,1,1,2,1,6
1004863872,0,2,0,1,1,2,1,7
670181957,3,3,3,3,2,2,3,19
670298992,3,3,3,3,3,1,3,19
1057571698,0,2,0,1,0,1,1,5
779826812,0,1,1,0,1,1,0,4
1028133473,0,2,0,1,1,1,1,6
922669009,0,0,0,0,0,0,0,0
1064955236,0,2,2,1,1,1,3,10
1052209121,3,3,1,2,3,1,1,14
1058109096,0,1,0,0,0,1,0,2
1058874312,0,0,0,0,0,0,0,0
960755252,2,0,0,1,0,2,0,5
957708301,2,0,0,1,0,2,0,5
714827354,3,3,3,3,3,2,3,20
584842408,3,3,3,3,3,2,1,18
955979539,0,2,0,2,1,1,0,6
778987441,0,0,0,0,0,0,0,0
1055464082,0,0,0,0,0,0,0,0
709276324,1,3,2,1,2,1,3,13
1047767291,0,1,0,0,1,1,0,3
1040861341,0,0,0,0,0,0,0,0
612126631,3,3,3,2,3,2,1,17
605477178,3,3,3,2,3,2,0,16
1000796935,2,2,2,1,2,2,3,14
788592163,0,2,2,3,2,1,1,11
996422226,0,2,2,1,1,2,3,11
945736575,0,2,1,1,1,1,1,7
913979714,0,2,0,1,1,2,1,7
417523534,3,3,2,2,2,2,1,15
327433385,0,1,1,1,0,1,1,5
323738483,0,2,2,1,1,2,1,9
322821084,0,3,1,1,1,2,1,9
323733135,0,3,1,1,1,2,1,9
323738036,0,2,2,1,1,2,1,9
323736825,0,3,3,1,1,1,1,10
325985386,0,2,1,1,1,2,0,7
904742013,3,3,3,3,3,2,3,20
1023073386,0,2,2,1,1,2,1,9
975726374,0,2,3,1,1,2,3,12
1018213372,0,2,0,0,0,1,0,3
990169679,3,2,2,1,2,2,1,13
1018294969,3,3,1,1,1,2,1,12
1000584255,0,2,2,2,1,2,2,11
954044354,0,2,0,1,1,2,2,8
993619639,0,2,0,1,2,2,3,10
947651405,3,2,2,2,2,1,1,13
198978722,0,0,0,0,0,0,0,0
1033527166,0,2,2,1,1,2,1,9
1051310586,3,3,3,3,3,2,3,20
496057853,0,2,1,1,1,1,1,7
523629304,3,3,3,3,2,2,1,17
1046843216,0,2,2,1,2,2,3,12
1048562884,0,2,2,1,1,1,1,8
452962434,3,3,3,3,3,2,3,20
474814454,3,3,3,3,2,2,3,19
519555373,3,3,3,3,2,2,3,19
919678502,3,2,2,2,2,2,1,14
763136505,3,2,1,1,1,2,2,12
612054166,3,2,2,3,2,2,3,17
280252159,3,1,3,1,2,2,2,14
658066017,3,3,2,1,2,2,1,14
1026318297,1,3,2,3,2,2,3,16
1026273713,3,3,2,3,3,2,3,19
253163154,0,0,0,0,0,0,0,0
308774763,1,2,2,2,2,2,3,14
230847135,1,1,2,1,2,1,1,9
838303302,1,2,2,1,1,1,1,9
838303845,1,3,2,3,2,2,1,14
953347385,3,3,3,2,2,2,3,18
1059792019,0,2,1,1,1,2,1,8
689025938,1,2,3,3,2,1,1,13
1049698812,2,2,3,1,2,1,1,12
1043621894,0,2,0,0,0,1,0,3
1029642142,0,2,1,0,1,1,0,5
388888836,2,3,2,1,2,2,3,15
409390811,3,2,3,2,2,2,3,17
878961934,3,3,3,3,2,2,3,19
873403751,3,3,3,3,3,2,3,20
863669705,3,3,3,3,3,2,3,20
864673249,0,0,0,0,0,0,0,0
417836631,0,0,0,0,0,0,0,0
782846743,0,1,0,1,1,2,1,6
993539998,1,2,2,1,1,1,1,9
242067588,3,3,3,3,2,2,3,19
622540022,0,1,0,0,1,1,0,3
459258716,0,2,0,1,0,1,1,5
689273375,0,2,1,1,1,2,2,9
688501147,0,2,1,0,1,1,0,5
807317753,0,2,0,1,1,2,2,8
682568389,0,2,1,1,1,2,0,7
533326231,1,2,1,1,1,2,2,10
39630866,0,0,0,0,0,0,0,0
1076662561,0,0,0,0,0,0,0,0
